id,name,release_year,name_year,tmdbid,imdbid
3005,"Bone Collector, The ",1999,"Bone Collector, The 1999",9481,145681
3006,"Insider, The ",1999,"Insider, The 1999",9008,140352
3007,American Movie ,1999,American Movie 1999,14242,181288
3008,Last Night ,1998,Last Night 1998,16129,156729
3009,Portraits Chinois ,1996,Portraits Chinois 1996,104103,117365
3010,Rosetta ,1999,Rosetta 1999,11489,200071
3011,"They Shoot Horses, Don't They? ",1969,"They Shoot Horses, Don't They? 1969",28145,65088
3012,Battling Butler ,1926,Battling Butler 1926,51371,16630
3013,Bride of Re-Animator ,1990,Bride of Re-Animator 1990,18111,99180
3014,Bustin' Loose ,1981,Bustin' Loose 1981,31361,82121
3015,Coma ,1978,Coma 1978,11223,77355
3016,Creepshow ,1982,Creepshow 1982,16281,83767
3017,Creepshow 2 ,1987,Creepshow 2 1987,16288,92796
3018,Re-Animator ,1985,Re-Animator 1985,1694,89885
3019,Drugstore Cowboy ,1989,Drugstore Cowboy 1989,476,97240
3020,Falling Down ,1993,Falling Down 1993,37094,106856
3021,"Funhouse, The ",1981,"Funhouse, The 1981",13555,82427
3023,My Best Girl ,1927,My Best Girl 1927,73969,18183
3024,Piranha ,1978,Piranha 1978,24831,78087
3025,Rough Night in Jericho ,1967,Rough Night in Jericho 1967,64963,62218
3026,Slaughterhouse ,1987,Slaughterhouse 1987,85160,93990
3028,"Taming of the Shrew, The ",1967,"Taming of the Shrew, The 1967",25560,61407
3029,Nighthawks ,1981,Nighthawks 1981,21610,82817
3030,Yojimbo ,1961,Yojimbo 1961,11878,55630
3031,Repossessed ,1990,Repossessed 1990,11510,100475
3032,"Omega Man, The ",1971,"Omega Man, The 1971",11234,67525
3033,Spaceballs ,1987,Spaceballs 1987,957,94012
3034,Robin Hood ,1973,Robin Hood 1973,11886,70608
3035,Mister Roberts ,1955,Mister Roberts 1955,37853,48380
3036,Quest for Fire ,1981,Quest for Fire 1981,62204,82484
3037,Little Big Man ,1970,Little Big Man 1970,11040,65988
3038,"Face in the Crowd, A ",1957,"Face in the Crowd, A 1957",21849,50371
3039,Trading Places ,1983,Trading Places 1983,1621,86465
3040,Meatballs ,1979,Meatballs 1979,14035,79540
3041,Meatballs Part II ,1984,Meatballs Part II 1984,40771,87700
3042,Meatballs III ,1987,Meatballs III 1987,40772,93516
3043,Meatballs 4 ,1992,Meatballs 4 1992,40773,104837
3044,Dead Again ,1991,Dead Again 1991,11498,101669
3045,Peter's Friends ,1992,Peter's Friends 1992,11790,105130
3046,"Incredibly True Adventure of Two Girls in Love, The ",1995,"Incredibly True Adventure of Two Girls in Love, The 1995",29371,113416
3047,Experience Preferred... But Not Essential ,1982,Experience Preferred... But Not Essential 1982,0,83911
3048,Under the Rainbow ,1981,Under the Rainbow 1981,47941,83254
3049,How I Won the War ,1967,How I Won the War 1967,29048,61789
3050,Light It Up ,1999,Light It Up 1999,19052,172726
3051,Anywhere But Here ,1999,Anywhere But Here 1999,21349,149691
3052,Dogma ,1999,Dogma 1999,1832,120655
3053,"Messenger: The Story of Joan of Arc, The ",1999,"Messenger: The Story of Joan of Arc, The 1999",10047,151137
3055,Felicia's Journey ,1999,Felicia's Journey 1999,47692,165773
3056,Oxygen ,1999,Oxygen 1999,18561,160620
3058,"Ape, The ",1940,"Ape, The 1940",37426,32215
3059,British Intelligence ,1940,British Intelligence 1940,51787,32283
3060,"Commitments, The ",1991,"Commitments, The 1991",11663,101605
3061,Holiday Inn ,1942,Holiday Inn 1942,13485,34862
3062,"Longest Day, The ",1962,"Longest Day, The 1962",9289,56197
3063,Poison Ivy ,1992,Poison Ivy 1992,9264,105156
3064,Poison Ivy: New Seduction ,1997,Poison Ivy: New Seduction 1997,18222,119908
3066,Tora! Tora! Tora! ,1970,Tora! Tora! Tora! 1970,11165,66473
3067,Women on the Verge of a Nervous Breakdown ,1988,Women on the Verge of a Nervous Breakdown 1988,4203,95675
3068,"Verdict, The ",1982,"Verdict, The 1982",24226,84855
3069,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The ",1972,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The 1972",88875,68528
3072,Moonstruck ,1987,Moonstruck 1987,2039,93565
3073,"Sandpiper, The ",1965,"Sandpiper, The 1965",77915,59674
3074,Jeremiah Johnson ,1972,Jeremiah Johnson 1972,11943,68762
3075,Repulsion ,1965,Repulsion 1965,11481,59646
3076,Irma la Douce ,1963,Irma la Douce 1963,2690,57187
3077,42 Up ,1998,42 Up 1998,20565,164312
3078,Liberty Heights ,1999,Liberty Heights 1999,27141,165859
3079,Mansfield Park ,1999,Mansfield Park 1999,10399,178737
3080,"Goodbye, 20th Century ",1998,"Goodbye, 20th Century 1998",90762,179196
3081,Sleepy Hollow ,1999,Sleepy Hollow 1999,2668,162661
3082,"World Is Not Enough, The ",1999,"World Is Not Enough, The 1999",36643,143145
3083,All About My Mother ,1999,All About My Mother 1999,99,185125
3084,Home Page ,1999,Home Page 1999,159569,144969
3085,"Living Dead Girl, The ",1982,"Living Dead Girl, The 1982",77010,84357
3086,March of the Wooden Soldiers ,1934,March of the Wooden Soldiers 1934,25898,24852
3087,Scrooged ,1988,Scrooged 1988,9647,96061
3088,Harvey ,1950,Harvey 1950,11787,42546
3090,Matewan ,1987,Matewan 1987,24276,93509
3091,Kagemusha ,1980,Kagemusha 1980,11953,80979
3093,McCabe & Mrs. Miller ,1971,McCabe & Mrs. Miller 1971,29005,67411
3094,Maurice ,1987,Maurice 1987,26371,93512
3095,"Grapes of Wrath, The ",1940,"Grapes of Wrath, The 1940",596,32551
3096,My Man Godfrey ,1957,My Man Godfrey 1957,52470,50738
3097,"Shop Around the Corner, The ",1940,"Shop Around the Corner, The 1940",20334,33045
3098,"Natural, The ",1984,"Natural, The 1984",11393,87781
3099,Shampoo ,1975,Shampoo 1975,31121,73692
3100,"River Runs Through It, A ",1992,"River Runs Through It, A 1992",293,105265
3101,Fatal Attraction ,1987,Fatal Attraction 1987,10998,93010
3102,Jagged Edge ,1985,Jagged Edge 1985,12235,89360
3103,Stanley & Iris ,1990,Stanley & Iris 1990,36094,100680
3104,Midnight Run ,1988,Midnight Run 1988,9013,95631
3105,Awakenings ,1990,Awakenings 1990,11005,99077
3106,Come See the Paradise ,1990,Come See the Paradise 1990,59820,99291
3107,Backdraft ,1991,Backdraft 1991,2924,101393
3108,"Fisher King, The ",1991,"Fisher King, The 1991",177,101889
3109,"River, The ",1984,"River, The 1984",38557,88007
3110,Country ,1984,Country 1984,42087,87091
3111,Places in the Heart ,1984,Places in the Heart 1984,13681,87921
3113,End of Days ,1999,End of Days 1999,9946,146675
3114,Toy Story 2 ,1999,Toy Story 2 1999,863,120363
3115,Flawless ,1999,Flawless 1999,31582,155711
3116,Miss Julie ,1999,Miss Julie 1999,125520,189744
3117,Ride with the Devil ,1999,Ride with the Devil 1999,22267,134154
3118,Tumbleweeds ,1999,Tumbleweeds 1999,55123,161023
3120,"Distinguished Gentleman, The ",1992,"Distinguished Gentleman, The 1992",10411,104114
3121,"Hitch-Hiker, The ",1953,"Hitch-Hiker, The 1953",41462,45877
3122,Santa Fe Trail ,1940,Santa Fe Trail 1940,1718,33021
3124,Agnes Browne ,1999,Agnes Browne 1999,15506,160509
3125,"End of the Affair, The ",1999,"End of the Affair, The 1999",20024,172396
3126,"End of the Affair, The ",1955,"End of the Affair, The 1955",78256,48034
3127,Holy Smoke ,1999,Holy Smoke 1999,13787,144715
3128,"Map of the World, A ",1999,"Map of the World, A 1999",54933,160513
3129,Sweet and Lowdown ,1999,Sweet and Lowdown 1999,9684,158371
3130,Bonfire of the Vanities ,1990,Bonfire of the Vanities 1990,9586,99165
3131,Broadway Damage ,1997,Broadway Damage 1997,41638,118780
3132,Daddy Long Legs ,1919,Daddy Long Legs 1919,70801,10040
3133,Go West ,1925,Go West 1925,33015,15863
3134,Grand Illusion ,1937,Grand Illusion 1937,777,28950
3135,"Great Santini, The ",1979,"Great Santini, The 1979",21887,79239
3136,"James Dean Story, The ",1957,"James Dean Story, The 1957",5652,50558
3137,"Sea Wolves, The ",1980,"Sea Wolves, The 1980",19664,81470
3138,Stealing Home ,1988,Stealing Home 1988,32331,96171
3139,Tarzan the Fearless ,1933,Tarzan the Fearless 1933,76083,24645
3141,"Two Jakes, The ",1990,"Two Jakes, The 1990",32669,100828
3142,U2: Rattle and Hum ,1988,U2: Rattle and Hum 1988,18161,96328
3143,Hell in the Pacific ,1968,Hell in the Pacific 1968,31681,63056
3144,"Glass Bottom Boat, The ",1966,"Glass Bottom Boat, The 1966",33666,60463
3146,Deuce Bigalow: Male Gigolo ,1999,Deuce Bigalow: Male Gigolo 1999,10402,205000
3147,"Green Mile, The ",1999,"Green Mile, The 1999",497,120689
3148,"Cider House Rules, The ",1999,"Cider House Rules, The 1999",1715,124315
3149,Diamonds ,1999,Diamonds 1999,35118,167423
3150,"War Zone, The ",1999,"War Zone, The 1999",42739,141974
3151,"Bat Whispers, The ",1930,"Bat Whispers, The 1930",26162,20668
3152,"Last Picture Show, The ",1971,"Last Picture Show, The 1971",25188,67328
3153,"7th Voyage of Sinbad, The ",1958,"7th Voyage of Sinbad, The 1958",15515,51337
3154,Blood on the Sun ,1945,Blood on the Sun 1945,75888,37547
3155,Anna and the King ,1999,Anna and the King 1999,1439,166485
3156,Bicentennial Man ,1999,Bicentennial Man 1999,2277,182789
3157,Stuart Little ,1999,Stuart Little 1999,10137,164912
3158,"Emperor and the Assassin, The ",1999,"Emperor and the Assassin, The 1999",10387,162866
3159,Fantasia 2000 ,1999,Fantasia 2000 1999,49948,120910
3160,Magnolia ,1999,Magnolia 1999,334,175880
3161,Onegin ,1999,Onegin 1999,30237,119079
3162,Simpatico ,1999,Simpatico 1999,50116,174204
3163,Topsy-Turvy ,1999,Topsy-Turvy 1999,46435,151568
3165,Boiling Point ,1993,Boiling Point 1993,22213,106455
3166,Brenda Starr ,1989,Brenda Starr 1989,47070,96978
3167,Carnal Knowledge ,1971,Carnal Knowledge 1971,36492,66892
3168,Easy Rider ,1969,Easy Rider 1969,624,64276
3170,Hi-Yo Silver ,1940,Hi-Yo Silver 1940,0,32590
3171,Room at the Top ,1959,Room at the Top 1959,43103,53226
3172,Ulysses ,1954,Ulysses 1954,43194,47630
3173,Any Given Sunday ,1999,Any Given Sunday 1999,9563,146838
3174,Man on the Moon ,1999,Man on the Moon 1999,1850,125664
3175,Galaxy Quest ,1999,Galaxy Quest 1999,926,177789
3176,"Talented Mr. Ripley, The ",1999,"Talented Mr. Ripley, The 1999",1213,134119
3178,"Hurricane, The ",1999,"Hurricane, The 1999",10400,174856
3179,Angela's Ashes ,1999,Angela's Ashes 1999,10397,145653
3180,Play it to the Bone ,1999,Play it to the Bone 1999,20761,196857
3181,Titus ,1999,Titus 1999,12524,120866
3183,"Third Miracle, The ",1999,"Third Miracle, The 1999",36773,174268
3184,Montana ,1998,Montana 1998,30814,119699
3185,Snow Falling on Cedars ,1999,Snow Falling on Cedars 1999,10219,120834
3186,"Girl, Interrupted ",1999,"Girl, Interrupted 1999",3558,172493
3187,Trans ,1998,Trans 1998,104878,169333
3188,"Life and Times of Hank Greenberg, The ",1998,"Life and Times of Hank Greenberg, The 1998",41276,208261
3189,My Dog Skip ,1999,My Dog Skip 1999,17908,156812
3190,Supernova ,2000,Supernova 2000,10384,134983
3191,"Quarry, The ",1998,"Quarry, The 1998",125317,169156
3192,"Terrorist, The ",1998,"Terrorist, The 1998",48233,169302
3193,Creature ,1999,Creature 1999,0,198385
3194,"Way We Were, The ",1973,"Way We Were, The 1973",10236,70903
3195,Tess of the Storm Country ,1922,Tess of the Storm Country 1922,71067,13662
3196,Stalag 17 ,1953,Stalag 17 1953,632,46359
3197,"Presidio, The ",1988,"Presidio, The 1988",11851,95897
3198,Papillon ,1973,Papillon 1973,5924,70511
3199,Pal Joey ,1957,Pal Joey 1957,33734,50815
3200,"Last Detail, The ",1973,"Last Detail, The 1973",14886,70290
3201,Five Easy Pieces ,1970,Five Easy Pieces 1970,26617,65724
3202,Even Dwarfs Started Small ,1971,Even Dwarfs Started Small 1971,11900,65436
3203,Dead Calm ,1989,Dead Calm 1989,10493,97162
3204,"Boys from Brazil, The ",1978,"Boys from Brazil, The 1978",16241,77269
3205,Black Sunday ,1960,Black Sunday 1960,27632,54067
3206,Against All Odds ,1984,Against All Odds 1984,22160,86859
3207,"Snows of Kilimanjaro, The ",1952,"Snows of Kilimanjaro, The 1952",4460,45162
3208,Loaded Weapon 1 ,1993,Loaded Weapon 1 1993,9644,107659
3209,"Loves of Carmen, The ",1948,"Loves of Carmen, The 1948",43455,40552
3210,Fast Times at Ridgemont High ,1982,Fast Times at Ridgemont High 1982,13342,83929
3211,"Cry in the Dark, A ",1988,"Cry in the Dark, A 1988",35119,94924
3212,Born to Win ,1971,Born to Win 1971,21256,66856
3213,Batman: Mask of the Phantasm ,1993,Batman: Mask of the Phantasm 1993,14919,106364
3214,American Flyers ,1985,American Flyers 1985,14040,88707
3215,Voyage of the Damned ,1976,Voyage of the Damned 1976,75641,75406
3217,"Star Is Born, A ",1937,"Star Is Born, A 1937",22692,29606
3218,Poison ,1991,Poison 1991,47620,102687
3219,Pacific Heights ,1990,Pacific Heights 1990,2990,100318
3220,Night Tide ,1961,Night Tide 1961,38775,55230
3221,"Draughtsman's Contract, The ",1982,"Draughtsman's Contract, The 1982",10831,83851
3222,Carmen ,1984,Carmen 1984,21193,87034
3223,"Zed & Two Noughts, A ",1985,"Zed & Two Noughts, A 1985",33078,90366
3224,Woman in the Dunes ,1964,Woman in the Dunes 1964,16672,58625
3225,Down to You ,2000,Down to You 2000,10472,186975
3226,Hellhounds on My Trail ,1999,Hellhounds on My Trail 1999,123277,197544
3227,"Not Love, Just Frenzy ",1996,"Not Love, Just Frenzy 1996",79474,117131
3229,Another Man's Poison ,1952,Another Man's Poison 1952,53714,44364
3230,"Odessa File, The ",1974,"Odessa File, The 1974",21489,71935
3231,"Saphead, The ",1920,"Saphead, The 1920",51392,11652
3232,Seven Chances ,1925,Seven Chances 1925,32600,16332
3233,Smashing Time ,1967,Smashing Time 1967,110479,62281
3235,Where the Buffalo Roam ,1980,Where the Buffalo Roam 1980,13005,81748
3236,Zachariah ,1971,Zachariah 1971,65134,68011
3237,Kestrel's Eye ,1998,Kestrel's Eye 1998,121738,183065
3238,Eye of the Beholder ,1999,Eye of the Beholder 1999,18681,120662
3239,Isn't She Great? ,2000,Isn't She Great? 2000,75531,141399
3240,"Big Tease, The ",1999,"Big Tease, The 1999",20468,156639
3241,"Cup, The ",1999,"Cup, The 1999",14521,201840
3243,Encino Man ,1992,Encino Man 1992,10406,104187
3244,"Goodbye Girl, The ",1977,"Goodbye Girl, The 1977",14741,76095
3245,I Am Cuba ,1964,I Am Cuba 1964,32015,58604
3246,Malcolm X ,1992,Malcolm X 1992,1883,104797
3247,Sister Act ,1992,Sister Act 1992,2005,105417
3248,Sister Act 2: Back in the Habit ,1993,Sister Act 2: Back in the Habit 1993,6279,108147
3249,"Hand That Rocks the Cradle, The ",1992,"Hand That Rocks the Cradle, The 1992",11087,104389
3250,Alive ,1993,Alive 1993,7305,106246
3251,Agnes of God ,1985,Agnes of God 1985,24735,88683
3252,Scent of a Woman ,1992,Scent of a Woman 1992,9475,105323
3253,Wayne's World ,1992,Wayne's World 1992,8872,105793
3254,Wayne's World 2 ,1993,Wayne's World 2 1993,8873,108525
3255,"League of Their Own, A ",1992,"League of Their Own, A 1992",11287,104694
3256,Patriot Games ,1992,Patriot Games 1992,9869,105112
3257,"Bodyguard, The ",1992,"Bodyguard, The 1992",619,103855
3258,Death Becomes Her ,1992,Death Becomes Her 1992,9374,104070
3259,Far and Away ,1992,Far and Away 1992,11259,104231
3260,Howards End ,1992,Howards End 1992,8293,104454
3261,Singles ,1992,Singles 1992,11068,105415
3262,Twin Peaks: Fire Walk with Me ,1992,Twin Peaks: Fire Walk with Me 1992,1923,105665
3263,White Men Can't Jump ,1992,White Men Can't Jump 1992,10158,105812
3264,Buffy the Vampire Slayer ,1992,Buffy the Vampire Slayer 1992,10206,103893
3265,Hard-Boiled ,1992,Hard-Boiled 1992,11782,104684
3266,Man Bites Dog ,1992,Man Bites Dog 1992,10086,103905
3267,"Mariachi, El ",1992,"Mariachi, El 1992",9367,104815
3268,Stop! Or My Mom Will Shoot ,1992,Stop! Or My Mom Will Shoot 1992,9876,105477
3269,Forever Young ,1992,Forever Young 1992,10326,104291
3270,"Cutting Edge, The ",1992,"Cutting Edge, The 1992",16562,104040
3271,Of Mice and Men ,1992,Of Mice and Men 1992,9609,105046
3272,Bad Lieutenant ,1992,Bad Lieutenant 1992,12143,103759
3273,Scream 3 ,2000,Scream 3 2000,4234,134084
3274,Single White Female ,1992,Single White Female 1992,9605,105414
3276,Gun Shy ,2000,Gun Shy 2000,29076,171356
3278,Gendernauts ,1999,Gendernauts 1999,49477,192069
3280,"Baby, The ",1973,"Baby, The 1973",28156,69754
3281,"Brandon Teena Story, The ",1998,"Brandon Teena Story, The 1998",113096,144801
3282,Different for Girls ,1996,Different for Girls 1996,106837,116102
3283,Minnie and Moskowitz ,1971,Minnie and Moskowitz 1971,24349,67433
3284,They Might Be Giants ,1971,They Might Be Giants 1971,27841,67848
3285,"Beach, The ",2000,"Beach, The 2000",1907,163978
3286,Snow Day ,2000,Snow Day 2000,15489,184907
3287,"Tigger Movie, The ",2000,"Tigger Movie, The 2000",15655,220099
3288,Cotton Mary ,1999,Cotton Mary 1999,68546,159373
3289,Not One Less ,1999,Not One Less 1999,36210,209189
3290,Soft Toilet Seats ,1999,Soft Toilet Seats 1999,279444,171764
3291,Trois ,2000,Trois 2000,77908,217107
3292,"Big Combo, The ",1955,"Big Combo, The 1955",22342,47878
3293,Conceiving Ada ,1997,Conceiving Ada 1997,96484,118882
3295,Raining Stones ,1993,Raining Stones 1993,62463,107920
3296,To Sir with Love ,1967,To Sir with Love 1967,25934,62376
3297,With Byrd at the South Pole ,1930,With Byrd at the South Pole 1930,101383,20594
3298,Boiler Room ,2000,Boiler Room 2000,14181,181984
3299,Hanging Up ,2000,Hanging Up 2000,10385,162983
3300,Pitch Black ,2000,Pitch Black 2000,2787,134847
3301,"Whole Nine Yards, The ",2000,"Whole Nine Yards, The 2000",2069,190138
3302,Beautiful People ,1999,Beautiful People 1999,61416,159272
3304,Blue Collar ,1978,Blue Collar 1978,14839,77248
3305,Bluebeard ,1944,Bluebeard 1944,42186,36653
3306,"Circus, The ",1928,"Circus, The 1928",28978,18773
3307,City Lights ,1931,City Lights 1931,901,21749
3308,"Flamingo Kid, The ",1984,"Flamingo Kid, The 1984",25010,87265
3310,"Kid, The ",1921,"Kid, The 1921",10098,12349
3311,"Man from Laramie, The ",1955,"Man from Laramie, The 1955",18264,48342
3312,"McCullochs, The ",1975,"McCullochs, The 1975",291861,73902
3313,Class Reunion ,1982,Class Reunion 1982,33374,84395
3314,"Big Trees, The ",1952,"Big Trees, The 1952",43368,44420
3315,Happy Go Lovely ,1951,Happy Go Lovely 1951,127602,43618
3316,Reindeer Games ,2000,Reindeer Games 2000,2155,184858
3317,Wonder Boys ,2000,Wonder Boys 2000,11004,185014
3319,Judy Berlin ,1999,Judy Berlin 1999,36048,181618
3321,"Waiting Game, The ",2000,"Waiting Game, The 2000",210307,235872
3322,3 Strikes ,2000,3 Strikes 2000,47816,199290
3323,Chain of Fools ,2000,Chain of Fools 2000,20682,194368
3324,Drowning Mona ,2000,Drowning Mona 2000,25166,186045
3325,"Next Best Thing, The ",2000,"Next Best Thing, The 2000",1831,156841
3326,What Planet Are You From? ,2000,What Planet Are You From? 2000,10416,181151
3328,Ghost Dog: The Way of the Samurai ,1999,Ghost Dog: The Way of the Samurai 1999,4816,165798
3329,"Year My Voice Broke, The ",1987,"Year My Voice Broke, The 1987",19958,94347
3330,Splendor in the Grass ,1961,Splendor in the Grass 1961,28569,55471
3331,My Tutor ,1983,My Tutor 1983,2193,85980
3332,"Legend of Lobo, The ",1962,"Legend of Lobo, The 1962",64871,56173
3333,"Killing of Sister George, The ",1968,"Killing of Sister George, The 1968",54575,63185
3334,Key Largo ,1948,Key Largo 1948,11016,40506
3335,Jail Bait ,1954,Jail Bait 1954,23020,47127
3338,For All Mankind ,1989,For All Mankind 1989,20423,97372
3339,Cross of Iron ,1977,Cross of Iron 1977,10839,74695
3341,Born Yesterday ,1950,Born Yesterday 1950,24481,42276
3342,Birdy ,1984,Birdy 1984,11296,86969
3343,And God Created Woman ,1988,And God Created Woman 1988,61651,92559
3344,Blood Feast ,1963,Blood Feast 1963,28172,56875
3345,"Charlie, the Lonesome Cougar ",1967,"Charlie, the Lonesome Cougar 1967",57855,62793
3346,Color Me Blood Red ,1965,Color Me Blood Red 1965,28180,59044
3347,Never Cry Wolf ,1983,Never Cry Wolf 1983,14280,86005
3348,"Night Visitor, The ",1970,"Night Visitor, The 1970",72086,66141
3349,"Perils of Pauline, The ",1947,"Perils of Pauline, The 1947",149687,39698
3350,"Raisin in the Sun, A ",1961,"Raisin in the Sun, A 1961",29478,55353
3351,Two Thousand Maniacs! ,1964,Two Thousand Maniacs! 1964,28177,58694
3352,Brown's Requiem ,1998,Brown's Requiem 1998,64166,171135
3353,"Closer You Get, The ",2000,"Closer You Get, The 2000",73642,218112
3354,Mission to Mars ,2000,Mission to Mars 2000,2067,183523
3356,Condo Painting ,2000,Condo Painting 2000,110666,154352
3357,East-West ,1999,East-West 1999,28463,181530
3358,Defending Your Life ,1991,Defending Your Life 1991,12186,101698
3359,Breaking Away ,1979,Breaking Away 1979,20283,78902
3360,Hoosiers ,1986,Hoosiers 1986,5693,91217
3361,Bull Durham ,1988,Bull Durham 1988,287,94812
3362,Dog Day Afternoon ,1975,Dog Day Afternoon 1975,968,72890
3363,American Graffiti ,1973,American Graffiti 1973,838,69704
3364,"Asphalt Jungle, The ",1950,"Asphalt Jungle, The 1950",16958,42208
3365,"Searchers, The ",1956,"Searchers, The 1956",3114,49730
3367,"Devil's Brigade, The ",1968,"Devil's Brigade, The 1968",31938,62886
3368,"Big Country, The ",1958,"Big Country, The 1958",12501,51411
3369,Any Number Can Win ,1963,Any Number Can Win 1963,22650,57344
3370,Betrayed ,1988,Betrayed 1988,31618,94731
3371,Bound for Glory ,1976,Bound for Glory 1976,42232,74235
3372,"Bridge at Remagen, The ",1969,"Bridge at Remagen, The 1969",15873,64110
3373,Buck and the Preacher ,1972,Buck and the Preacher 1972,26928,68323
3375,Destination Moon ,1950,Destination Moon 1950,25392,42393
3377,Hangmen Also Die ,1943,Hangmen Also Die 1943,22178,35966
3378,"Ogre, The ",1996,"Ogre, The 1996",48213,118043
3379,On the Beach ,1959,On the Beach 1959,35412,53137
3380,Railroaded! ,1947,Railroaded! 1947,43463,39748
3381,Slaves to the Underground ,1997,Slaves to the Underground 1997,59939,117664
3382,Song of Freedom ,1936,Song of Freedom 1936,159727,28282
3383,Big Fella ,1937,Big Fella 1937,244151,28629
3384,"Taking of Pelham One Two Three, The ",1974,"Taking of Pelham One Two Three, The 1974",8333,72251
3385,Volunteers ,1985,Volunteers 1985,19259,90274
3386,JFK ,1991,JFK 1991,820,102138
3387,Who's Harry Crumb? ,1989,Who's Harry Crumb? 1989,11718,98645
3388,Harry and the Hendersons ,1987,Harry and the Hendersons 1987,8989,93148
3389,Let's Get Harry ,1986,Let's Get Harry 1986,32031,91400
3390,Shanghai Surprise ,1986,Shanghai Surprise 1986,58048,91934
3391,Who's That Girl? ,1987,Who's That Girl? 1987,26827,94321
3392,She-Devil ,1989,She-Devil 1989,11157,98309
3393,Date with an Angel ,1987,Date with an Angel 1987,28370,92834
3394,Blind Date ,1987,Blind Date 1987,918,92666
3395,Nadine ,1987,Nadine 1987,61178,93596
3396,"Muppet Movie, The ",1979,"Muppet Movie, The 1979",11176,79588
3397,"Great Muppet Caper, The ",1981,"Great Muppet Caper, The 1981",14900,82474
3398,"Muppets Take Manhattan, The ",1984,"Muppets Take Manhattan, The 1984",11899,87755
3399,Sesame Street Presents Follow That Bird ,1985,Sesame Street Presents Follow That Bird 1985,36536,89994
3400,We're Back! A Dinosaur's Story ,1993,We're Back! A Dinosaur's Story 1993,18890,108526
3401,Baby... Secret of the Lost Legend ,1985,Baby... Secret of the Lost Legend 1985,19736,88760
3402,Turtle Diary ,1985,Turtle Diary 1985,123047,90219
3403,Raise the Titanic ,1980,Raise the Titanic 1980,24575,81400
3404,Titanic ,1953,Titanic 1953,16535,46435
3405,"Night to Remember, A ",1958,"Night to Remember, A 1958",10971,51994
3407,"Carriers Are Waiting, The ",1999,"Carriers Are Waiting, The 1999",31336,201538
3408,Erin Brockovich ,2000,Erin Brockovich 2000,462,195685
3409,Final Destination ,2000,Final Destination 2000,9532,195714
3410,Soft Fruit ,1999,Soft Fruit 1999,117259,180181
3411,Babymother ,1998,Babymother 1998,78231,168475
3412,"Bear, The ",1988,"Bear, The 1988",2383,95800
3413,Impact ,1949,Impact 1949,25503,41503
3414,Love Is a Many-Splendored Thing ,1955,Love Is a Many-Splendored Thing 1955,53879,48316
3415,"Mirror, The ",1975,"Mirror, The 1975",1396,72443
3417,"Crimson Pirate, The ",1952,"Crimson Pirate, The 1952",11570,44517
3418,Thelma & Louise ,1991,Thelma & Louise 1991,1541,103074
3419,Something for Everyone ,1970,Something for Everyone 1970,150043,66392
3420,...And Justice for All ,1979,...And Justice for All 1979,17443,78718
3421,Animal House ,1978,Animal House 1978,8469,77975
3422,She's Gotta Have It ,1986,She's Gotta Have It 1986,27995,91939
3423,School Daze ,1988,School Daze 1988,36739,96054
3424,Do the Right Thing ,1989,Do the Right Thing 1989,925,97216
3425,Mo' Better Blues ,1990,Mo' Better Blues 1990,41823,100168
3426,Jungle Fever ,1991,Jungle Fever 1991,1713,102175
3427,Coogan's Bluff ,1968,Coogan's Bluff 1968,26170,62824
3428,"Champ, The ",1979,"Champ, The 1979",30547,78950
3430,Death Wish ,1974,Death Wish 1974,13939,71402
3432,Death Wish 3 ,1985,Death Wish 3 1985,24873,89003
3433,Death Wish 4: The Crackdown ,1987,Death Wish 4: The Crackdown 1987,26263,92857
3435,Double Indemnity ,1944,Double Indemnity 1944,996,36775
3436,Dying Young ,1991,Dying Young 1991,9079,101787
3437,Cool as Ice ,1991,Cool as Ice 1991,1496,101615
3438,Teenage Mutant Ninja Turtles ,1990,Teenage Mutant Ninja Turtles 1990,1498,100758
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze 1991,1497,103060
3440,Teenage Mutant Ninja Turtles III ,1993,Teenage Mutant Ninja Turtles III 1993,1499,108308
3441,Red Dawn ,1984,Red Dawn 1984,1880,87985
3442,Band of the Hand ,1986,Band of the Hand 1986,33762,90693
3443,Born American ,1986,Born American 1986,103960,91313
3444,Bloodsport ,1988,Bloodsport 1988,11690,92675
3445,Eyes of Laura Mars ,1978,Eyes of Laura Mars 1978,29143,77530
3446,Funny Bones ,1995,Funny Bones 1995,35292,113133
3447,"Good Earth, The ",1937,"Good Earth, The 1937",36652,28944
3448,"Good Morning, Vietnam ",1987,"Good Morning, Vietnam 1987",801,93105
3449,"Good Mother, The ",1988,"Good Mother, The 1988",104301,95238
3450,Grumpy Old Men ,1993,Grumpy Old Men 1993,11520,107050
3451,Guess Who's Coming to Dinner ,1967,Guess Who's Coming to Dinner 1967,1879,61735
3452,Romeo Must Die ,2000,Romeo Must Die 2000,2085,165929
3453,Here on Earth ,2000,Here on Earth 2000,13539,195778
3454,Whatever It Takes ,2000,Whatever It Takes 2000,16222,202402
3455,Buddy Boy ,1999,Buddy Boy 1999,109479,146516
3456,"Color of Paradise, The ",1999,"Color of Paradise, The 1999",17078,191043
