,num,id,name,year,name_year,tmdbid,imdbid,budget,revenue,collection,popularity,cast,dir
2487,2487,2785,Tales of Terror ,1962,Tales of Terror 1962,29074,56552,0,0,,0.394132,"[<Cast 'Vincent Price' as 'Locke / Fortunato / Valdemar'>, <Cast 'Peter Lorre' as 'Montresor'>, <Cast 'Basil Rathbone' as 'Carmichael'>, <Cast 'Debra Paget' as 'Helene'>, <Cast 'Joyce Jameson' as 'Annabel'>, <Cast 'Maggie Pierce' as 'Lenora'>, <Cast 'David Frankham' as 'Dr. James'>, <Cast 'Leona Gage' as 'Morella'>, <Cast 'Wally Campo' as 'Barman Wilkins'>, <Cast 'Alan DeWitt' as 'Chairman of Wine Society'>]","<Crew 'Samuel Z. Arkoff','Executive Producer'>"
2488,2488,2786,Haunted Honeymoon ,1986,Haunted Honeymoon 1986,24103,91178,0,8033397,,0.214192,"[<Cast 'Gene Wilder' as 'Larry Abbot'>, <Cast 'Dom DeLuise' as 'Aunt Kate'>, <Cast 'Gilda Radner' as 'Vickie Pearl'>, <Cast 'Jonathan Pryce' as 'Charles'>]","<Crew 'Gene Wilder','Director'>"
2489,2489,2787,Cat's Eye ,1985,Cat's Eye 1985,10552,88889,0,0,,0.63279,"[<Cast 'Drew Barrymore' as 'Amanda'>, <Cast 'James Woods' as 'Richard 'Dick' Morrison'>, <Cast 'Alan King' as 'Dr. Vinnie Donatti'>, <Cast 'Kenneth McMillan' as 'Cressner'>, <Cast 'Robert Hays' as 'Johnny Norris'>, <Cast 'Candy Clark' as 'Sally Ann'>, <Cast 'James Naughton' as 'Hugh'>, <Cast 'Tony Munafo' as 'Junk'>, <Cast 'James Rebhorn' as ''>, <Cast 'Jack Dillon' as ''>, <Cast 'Shelly Burch' as ''>, <Cast 'Sal Richards' as ''>, <Cast 'Jesse Doran' as ''>, <Cast 'Patricia Kalember' as ''>, <Cast 'Mike Starr' as ''>, <Cast 'Charles S. Dutton' as ''>]","<Crew 'Lewis Teague','Director'>"
2490,2490,2789,Damien: Omen II ,1978,Damien: Omen II 1978,10766,77394,6800000,26518355,<Collection 'The Omen Collection'>,0.619626,"[<Cast 'William Holden' as 'Richard Thorn'>, <Cast 'Lee Grant' as 'Ann Thorn'>, <Cast 'Jonathan Scott-Taylor' as 'Damien Thorn'>, <Cast 'Robert Foxworth' as 'Paul Buher'>, <Cast 'Lance Henriksen' as 'Sergeant Neff'>, <Cast 'Elizabeth Shepherd' as 'Joan Hart'>, <Cast 'Nicholas Pryor' as 'Charles Warren'>, <Cast 'Lew Ayres' as 'Bill Atherton'>, <Cast 'Sylvia Sidney' as 'Aunt Marion'>, <Cast 'Lucas Donat' as 'Mark Thorn'>]","<Crew 'Don Taylor','Director'>"
2491,2491,2790,"Final Conflict, The ",1981,"Final Conflict, The 1981",10768,82377,0,20471382,<Collection 'The Omen Collection'>,0.460423,"[<Cast 'Sam Neill' as 'Damien Thorn'>, <Cast 'Rossano Brazzi' as 'DeCarlo'>, <Cast 'Don Gordon' as 'Dean'>, <Cast 'Lisa Harrow' as 'Kate Reynolds'>, <Cast 'Leueen Willoughby' as 'Barbara'>]","<Crew 'Harvey Bernhard','Producer'>"
2492,2492,2791,Airplane! ,1980,Airplane! 1980,813,80339,3500000,83453539,<Collection 'Airplane! The Collection!'>,1.488982,"[<Cast 'Robert Hays' as 'Ted Striker'>, <Cast 'Julie Hagerty' as 'Elaine'>, <Cast 'Kareem Abdul-Jabbar' as 'Murdock'>, <Cast 'Lloyd Bridges' as 'McCroskey'>, <Cast 'Peter Graves' as 'Captain Oveur'>, <Cast 'Leslie Nielsen' as 'Dr. Rumack'>, <Cast 'Lorna Patterson' as 'Randy'>, <Cast 'Robert Stack' as 'Rex Kramer'>, <Cast 'Stephen Stucker' as 'Johnny'>, <Cast 'Jim Abrahams' as 'Religious zealot #6'>, <Cast 'Frank Ashmore' as 'Victor Basta'>, <Cast 'Jonathan Banks' as 'Gunderson'>, <Cast 'Craig Berenson' as 'Paul Carey'>, <Cast 'Barbara Billingsley' as 'Jive Lady'>, <Cast 'Lee Bryant' as 'Mrs. Hammen'>, <Cast 'Joyce Bulifant' as 'Mrs. Davis'>, <Cast 'Mae E. Campbell' as 'Security Lady'>, <Cast 'Ethel Merman' as 'Lieutenant Hurwitz'>, <Cast 'Jimmie Walker' as 'Windshield Wiper Man'>, <Cast 'Jill Whelan' as 'Lisa Davis'>, <Cast 'Kitten Natividad' as ''>, <Cast 'Nora Meerbaum' as 'Cocaine Lady'>, <Cast 'Kenneth Tobey' as 'Air Controller Neubauer'>]","<Crew 'Jim Abrahams','Director'>"
2493,2493,2792,Airplane II: The Sequel ,1982,Airplane II: The Sequel 1982,2665,83530,0,27150534,<Collection 'Airplane! The Collection!'>,0.804681,"[<Cast 'Robert Hays' as 'Ted Striker'>, <Cast 'Julie Hagerty' as 'Elaine Dickinson'>, <Cast 'Lloyd Bridges' as 'Steven McCroskey'>, <Cast 'Chad Everett' as 'Simon Kurtz'>, <Cast 'Peter Graves' as 'Capt. Clarence Oveur'>, <Cast 'Chuck Connors' as 'The Sarge'>, <Cast 'William Shatner' as 'Cdr. Buck Murdock'>, <Cast 'Raymond Burr' as 'Judge D.C. Simonton'>, <Cast 'John Vernon' as 'Dr. Stone'>, <Cast 'Kent McCord' as 'Dave Unger'>, <Cast 'James A. Watson, Jr' as 'First Officer Dunn'>, <Cast 'Kitten Natividad' as ''>, <Cast 'John Dehner' as 'The Commissioner'>, <Cast 'Rip Torn' as 'Bud Kruger / President Reagan'>, <Cast 'Sonny Bono' as 'Joe Seluchi'>, <Cast 'Leslie Nielsen' as 'Dr. Rumack'>]","<Crew 'Ken Finkleman','Director'>"
2494,2494,2793,"American Werewolf in Paris, An ",1997,"American Werewolf in Paris, An 1997",9406,118604,22000000,26570463,<Collection 'American Werewolf Collection'>,0.393151,"[<Cast 'Tom Everett Scott' as 'Andy McDermott'>, <Cast 'Julie Delpy' as 'Serafine Pigot'>, <Cast 'Vince Vieluf' as 'Brad'>, <Cast 'Julie Bowen' as 'Amy Finch'>, <Cast 'Phil Buckman' as 'Chris'>, <Cast 'Pierre Cosso' as 'Claude'>, <Cast 'Thierry Lhermitte' as 'Dr. Thierry Pigot'>, <Cast 'Tom Novembre' as 'Inspector LeDuc'>, <Cast 'Maria Machado' as 'Chief Bonnet'>, <Cast 'Ben Salem Bouabdallah' as 'Detective Ben Bou'>, <Cast 'Serge Basso' as 'Officer with Flashlight'>, <Cast 'Charles Maquignon' as 'Bouncer'>]","<Crew 'Wilbert Hirsch','Original Music Composer'>"
2495,2495,2794,European Vacation ,1985,European Vacation 1985,11418,89670,0,49364621,<Collection 'National Lampoon's Vacation Collection'>,1.002477,"[<Cast 'Chevy Chase' as 'Clark Griswold'>, <Cast 'Beverly D'Angelo' as 'Ellen Griswold'>, <Cast 'Dana Hill' as 'Audrey Griswold'>, <Cast 'Jason Lively' as 'Russell 'Rusty' Griswold'>, <Cast 'Mel Smith' as 'Hotel Manager'>, <Cast 'William Zabka' as 'Jack'>, <Cast 'Paul Bartel' as 'Mr. Froeger'>, <Cast 'Cynthia Szigeti' as 'Mrs. Froeger'>, <Cast 'Eric Idle' as 'The Bike Rider'>, <Cast 'Robbie Coltrane' as 'Man in the Bathroom'>, <Cast 'John Astin' as 'Kent'>, <Cast 'Angus MacKay' as 'Announcer at Court'>, <Cast 'Jacques Herlin' as 'Hotel Desk Clerk'>, <Cast 'Jacques Maury' as 'Hotel's Assistant Manager'>, <Cast 'Willy Millowitsch' as 'Fritz Spritz'>, <Cast 'Erika Wackernagel' as 'Helga Spritz'>, <Cast 'Claudia Neidig' as 'Rusty's German Girl'>, <Cast 'Peter Hugo' as 'Prince Charles'>, <Cast 'Moon Unit Zappa' as 'Rusty's California Girl'>]","<Crew 'John Hughes','Screenplay'>"
2496,2496,2796,Funny Farm ,1988,Funny Farm 1988,14170,95188,0,0,,0.349837,"[<Cast 'Chevy Chase' as 'Andy Farmer'>, <Cast 'Madolyn Smith Osborne' as 'Elizabeth Farmer (as Madolyn Smith)'>, <Cast 'Kevin O'Morrison' as 'Sheriff Ledbetter'>, <Cast 'Joseph Maher' as 'Michael Sinclair'>, <Cast 'Jack Gilpin' as 'Bud Culbertson'>, <Cast 'Caris Corfman' as 'Betsy Culbertson'>, <Cast 'William Severs' as 'Newspaper Editor'>, <Cast 'Mike Starr' as 'Crocker'>, <Cast 'Glenn Plummer' as 'Mickey'>, <Cast 'William Duell' as 'Old Character'>, <Cast 'Helen Lloyd Breed' as 'Old Operator'>, <Cast 'Kit Le Fever' as 'Young Operator (as Le Fevre)'>, <Cast 'Dakin Matthews' as 'Marion Corey Jr.'>, <Cast 'William Newman' as 'Gus Lotterhand'>, <Cast 'Alice Drummond' as 'Mrs. Ethel Dinges'>, <Cast 'Kevin Conway' as 'Crum Petree, the Mailman'>]","<Crew 'George Roy Hill','Director'>"
2497,2497,2797,Big ,1988,Big 1988,2280,94737,18000000,160000000,,1.21621,"[<Cast 'Tom Hanks' as 'Joshua ""Josh"" Baskin'>, <Cast 'Elizabeth Perkins' as 'Susan'>, <Cast 'Robert Loggia' as 'MacMillan'>, <Cast 'John Heard' as 'Paul'>, <Cast 'Jon Lovitz' as 'Scotty Brennen'>, <Cast 'Mercedes Ruehl' as 'Mrs. Baskin'>, <Cast 'Jared Rushton' as 'Billy'>, <Cast 'David Moscow' as 'Young Josh'>, <Cast 'Josh Clark' as 'Mr. Baskin'>, <Cast 'Kimberlee M. Davis' as 'Cynthia Benson'>, <Cast 'Oliver Block' as 'Freddie Benson'>, <Cast 'Erika Katz' as 'Cynthia's Friend'>, <Cast 'Allan Wasserman' as 'Gym Teacher'>, <Cast 'Mark Ballou' as 'Derek'>, <Cast 'Gary Howard Klar' as 'Ticket Taker'>]","<Crew 'Penny Marshall','Director'>"
2498,2498,2798,Problem Child ,1990,Problem Child 1990,11077,100419,0,0,<Collection 'Problem Child Collection'>,0.640651,"[<Cast 'John Ritter' as 'Ben'>, <Cast 'Jack Warden' as 'Big Ben'>, <Cast 'Michael Oliver' as 'Junior'>, <Cast 'Gilbert Gottfried' as 'Mr. Peabody'>, <Cast 'Michael Richards' as 'Martin Beck'>]","<Crew 'Dennis Dugan','Director'>"
2499,2499,2799,Problem Child 2 ,1991,Problem Child 2 1991,28597,102719,0,0,<Collection 'Problem Child Collection'>,0.561309,"[<Cast 'John Ritter' as 'Ben Healy'>, <Cast 'Michael Oliver' as 'Junior Healy'>, <Cast 'Jack Warden' as ''Big' Ben Healy'>, <Cast 'Laraine Newman' as 'Lawanda Dumore'>, <Cast 'Amy Yasbeck' as 'Annie Young'>, <Cast 'Ivyann Schwan' as 'Trixie Young'>, <Cast 'Gilbert Gottfried' as 'Mr. Peabody'>, <Cast 'Paul Willson' as 'Smith'>, <Cast 'Alan Blumenfeld' as 'Aron Burger'>, <Cast 'Charlene Tilton' as 'Debbie Claukinski'>, <Cast 'James Tolkan' as 'Mr. Thron'>]","<Crew 'Brian Levant','Director'>"
2500,2500,2800,Little Nemo: Adventures in Slumberland ,1992,Little Nemo: Adventures in Slumberland 1992,22611,104740,0,0,,0.43575,"[<Cast 'Gabriel Damon' as 'Nemo'>, <Cast 'Mickey Rooney' as 'Flip'>, <Cast 'Rene Auberjonois' as 'Professor Genius'>, <Cast 'Danny Mann' as 'Icarus'>, <Cast 'Laura Mooney' as 'Princess Camille'>, <Cast 'Bernard Erhard' as 'King Morpheus'>, <Cast 'Bill Martin' as 'Nightmare King'>]","<Crew 'Masami Hata','Director'>"
2501,2501,2801,Oscar and Lucinda ,1997,Oscar and Lucinda 1997,39780,119843,0,0,,0.237189,"[<Cast 'Ralph Fiennes' as 'Oscar Hopkins'>, <Cast 'Cate Blanchett' as 'Lucinda Leplastrier'>, <Cast 'Ciarán Hinds' as 'Reverend Dennis Hasset (as Ciaran Hinds)'>, <Cast 'Tom Wilkinson' as 'Hugh Stratton'>, <Cast 'Richard Roxburgh' as 'Mr. Jeffries'>, <Cast 'Christian Manon' as 'Mr. Tomasetti'>]","<Crew 'Gillian Armstrong','Director'>"
2502,2502,2802,Tequila Sunrise ,1988,Tequila Sunrise 1988,10396,96244,0,0,,0.844209,"[<Cast 'Mel Gibson' as 'Dale ""Mac"" McKussic'>, <Cast 'Kurt Russell' as 'Nick Frescia'>, <Cast 'J. T. Walsh' as 'Agent Hal McGuire'>, <Cast 'Michelle Pfeiffer' as 'Jo Ann'>, <Cast 'Raúl Juliá' as 'Carlos / Comandante Xavier Escalante'>, <Cast 'Gabriel Damon' as 'Cody McKussic'>, <Cast 'Arliss Howard' as 'Gregg Lindroff'>, <Cast 'Arye Gross' as 'Andy Leonard'>, <Cast 'Daniel Zacapa' as 'Arturo, Bartender at Vallenari's (as Garret Pearson)'>, <Cast 'Eric Thiele' as 'Vittorio Vallenari'>, <Cast 'Tom Nolan' as 'Leland'>, <Cast 'Dawn Martel' as 'Sin Sister #1'>, <Cast 'Lala Sloatman' as 'Sin Sister #2'>, <Cast 'Budd Boetticher' as 'Judge Nizetitch'>, <Cast 'Ann Magnuson' as 'Shaleen McKussic'>]","<Crew 'Bonnie Timmermann','Casting'>"
2503,2503,2803,"Pelican Brief, The ",1993,"Pelican Brief, The 1993",9944,107798,0,0,,1.103531,"[<Cast 'Julia Roberts' as 'Darby Shaw'>, <Cast 'Denzel Washington' as 'Gray Grantham'>, <Cast 'Sam Shepard' as 'Thomas Callahan'>, <Cast 'William Atherton' as 'Bob Gminski'>, <Cast 'John Lithgow' as 'Smith Keen'>, <Cast 'Tom Quinn' as 'Sara Ann Morgan's Father'>, <Cast 'John Heard' as 'Gavin Vereek'>]","<Crew 'Alan J. Pakula','Director'>"
2504,2504,2804,"Christmas Story, A ",1983,"Christmas Story, A 1983",850,85334,0,19294144,<Collection 'A Christmas Story Collection'>,0.724958,"[<Cast 'Melinda Dillon' as 'Mrs. Parker'>, <Cast 'Darren McGavin' as 'The Old Man (Mr. Parker)'>, <Cast 'Peter Billingsley' as 'Ralphie Parker'>, <Cast 'Ian Petrella' as 'Randy Parker'>, <Cast 'Scott Schwartz' as 'Flick'>, <Cast 'R.D. Robb' as 'Schwartz'>, <Cast 'Tedde Moore' as 'Miss Shields'>, <Cast 'Yano Anaya' as 'Grover Dill'>, <Cast 'Zack Ward' as 'Scut Farkus'>, <Cast 'Jeff Gillen' as 'Santa Claus'>, <Cast 'Leslie Carlson' as 'Christmas Tree Man'>, <Cast 'Jean Shepherd' as 'Ralphie as an Adult'>, <Cast 'Jim Hunter' as 'Freight Man'>]","<Crew 'Bob Clark','Director'>"
2505,2505,2805,Mickey Blue Eyes ,1999,Mickey Blue Eyes 1999,10154,130121,0,0,,0.337353,"[<Cast 'Hugh Grant' as 'Michael Felgate'>, <Cast 'James Caan' as 'Frank Vitale'>, <Cast 'Jeanne Tripplehorn' as 'Gina Vitale'>, <Cast 'Burt Young' as 'Vito Graziosi'>, <Cast 'James Fox' as 'Philip Cromwell'>, <Cast 'Joe Viterelli' as 'Vinnie D'Agostino'>, <Cast 'Gerry Becker' as 'FBI Agent Bob Connell'>, <Cast 'Maddie Corman' as 'Carol the Photographer'>, <Cast 'Tony Darrow' as 'Angel'>, <Cast 'Paul Lazar' as 'Ritchie Vitale'>, <Cast 'Vincent Pastore' as 'Al'>, <Cast 'Frank Pellegrino' as 'Sante'>, <Cast 'Scott Thompson' as 'FBI Agent Lewis'>, <Cast 'John Ventimiglia' as 'Johnny Graziosi'>]","<Crew 'Kelly Makin','Director'>"
2506,2506,2806,Teaching Mrs. Tingle ,1999,Teaching Mrs. Tingle 1999,10342,133046,0,0,,0.266893,"[<Cast 'Helen Mirren' as 'Mrs. Eve Tingle'>, <Cast 'Katie Holmes' as 'Leigh Ann Watson'>, <Cast 'Jeffrey Tambor' as 'Coach 'Spanky' Wenchell'>, <Cast 'Molly Ringwald' as 'Miss Banks'>, <Cast 'Vivica A. Fox' as 'Miss Gold'>, <Cast 'Marisa Coughlan' as 'Jo Lynn Jordan'>, <Cast 'Barry Watson' as 'Luke Churner'>]","<Crew 'Kevin Williamson','Director'>"
2507,2507,2807,Universal Soldier: The Return ,1999,Universal Soldier: The Return 1999,10366,176269,45000000,10667893,<Collection 'Universal Soldier Collection'>,0.915073,"[<Cast 'Jean-Claude Van Damme' as 'Luc Devereux'>, <Cast 'Kiana Tom' as 'Maggie'>, <Cast 'Bill Goldberg' as 'Romeo'>, <Cast 'Michael Jai White' as 'SETH'>, <Cast 'Heidi Schanz' as 'Erin Young, KTXD'>, <Cast 'Xander Berkeley' as 'Dr. Dylan Cotner'>, <Cast 'Justin Lazard' as 'Captain Blackburn'>, <Cast 'Daniel von Bargen' as 'General Radford'>, <Cast 'James Black' as 'Sergeant Morrow'>, <Cast 'Karis Paige Bryant' as 'Hillary Deveraux'>, <Cast 'Brent Hinkley' as 'Squid'>, <Cast 'Brent Anderson' as 'Technician #2'>]","<Crew 'Mic Rodgers','Director'>"
2508,2508,2808,Universal Soldier ,1992,Universal Soldier 1992,9349,105698,23000000,0,<Collection 'Universal Soldier Collection'>,0.975479,"[<Cast 'Jean-Claude Van Damme' as 'Luc Devreux/GR44'>, <Cast 'Dolph Lundgren' as 'Andrew Scott/GR13'>, <Cast 'Ally Walker' as 'Veronica Roberts'>, <Cast 'Ed O'Ross' as 'Colonel Perry'>, <Cast 'Ralf Moeller' as 'GR76'>, <Cast 'Jerry Orbach' as 'Dr. Christopher Gregor'>, <Cast 'Leon Rippy' as 'Woodward'>, <Cast 'Tico Wells' as 'Garth'>, <Cast 'Robert Trebor' as 'Motel Owner'>, <Cast 'Tommy Lister' as 'GR55'>, <Cast 'Simon Rhee' as 'GR61'>, <Cast 'Rance Howard' as 'John Devreux'>, <Cast 'Lilyan Chauvin' as 'Mrs. John Devreux'>, <Cast 'Thomas Rosales, Jr.' as 'Wagner'>, <Cast 'Ned Bellamy' as 'FBI Agent'>]","<Crew 'Roland Emmerich','Director'>"
2509,2509,2809,Love Stinks ,1999,Love Stinks 1999,15122,188863,0,0,,0.074053,"[<Cast 'French Stewart' as 'Seth Winnick'>, <Cast 'Bridgette Wilson' as 'Chelsea Turner'>, <Cast 'Bill Bellamy' as 'Larry Garnett'>, <Cast 'Tyra Banks' as 'Holly Garnett'>, <Cast 'Tiffani Thiessen' as 'Rebecca Melini / Juliette'>, <Cast 'Colleen Camp' as 'Monica Harris'>, <Cast 'John O'Hurley' as 'Walter Drooz'>, <Cast 'Ivana Miličević' as 'Amber'>]","<Crew 'Jeff Franklin','Director'>"
2510,2510,2810,Perfect Blue ,1997,Perfect Blue 1997,10494,156887,0,0,,0.528871,"[<Cast 'Rica Matsumoto' as 'Rumi'>, <Cast 'Junko Iwao' as 'Mima Kirigoe'>, <Cast 'Shinpachi Tsuji' as 'Tadokoro'>, <Cast 'Masaaki Ōkura' as 'Uchida the fan'>, <Cast 'Yōsuke Akimoto' as 'Tejima'>, <Cast 'Yoku Shioya' as 'Shibuya'>, <Cast 'Hideyuki Hori' as 'Sakuragi'>, <Cast 'Emi Shinohara' as 'Eri'>, <Cast 'Masashi Ebara' as 'Murano'>, <Cast 'Kiyoyuki Yanada' as 'Kantoku'>, <Cast 'Tōru Furusawa' as 'Yada'>, <Cast 'Shiho Niiyama' as 'Rei'>, <Cast 'Emiko Furukawa' as 'Yukiko'>, <Cast 'Aya Hara' as 'Mima's Mother'>, <Cast 'Shinichiro Miki' as 'Taku'>, <Cast 'Jin Yamanoi' as 'Additional Voices'>, <Cast 'Megumi Tano' as 'Child'>, <Cast 'Takashi Nagasako' as 'Additional Voices'>, <Cast 'Akio Suyama' as 'Reader'>, <Cast 'Osamu Hosoi' as 'Company Employee'>, <Cast 'Kôichi Tôchika' as 'Red'>, <Cast 'Emi Motoi' as 'Child'>, <Cast 'Sôichiro Hoshi' as ''>, <Cast 'Kishô Taniyama' as 'Blue'>, <Cast 'Shokkâ Ôno' as 'Shikaisha / Kankyaku-tachi'>, <Cast 'Rofuto Purasu Wan Burazâzu' as 'Kankyaku-tachi'>, <Cast 'Makoto Kitano' as 'Reporter'>, <Cast 'Kaori Minami' as ''>]","<Crew 'Satoshi Kon','Director'>"
2511,2511,2811,With Friends Like These... ,1998,With Friends Like These... 1998,126152,119692,0,0,,0.000392,[<Cast 'Bill Murray' as 'Maurice Melnick'>],0
2512,2512,2812,In Too Deep ,1999,In Too Deep 1999,22314,160401,7000000,14011454,,0.117069,"[<Cast 'Omar Epps' as 'Jeff Cole / J. Reid'>, <Cast 'LL Cool J' as 'Dwayne Gittens / God'>, <Cast 'Nia Long' as 'Myra'>, <Cast 'Stanley Tucci' as 'Preston D'Ambrosio'>, <Cast 'Hill Harper' as 'Breezy T.'>, <Cast 'Jake Weber' as 'Daniel Connelly'>, <Cast 'Pam Grier' as 'Det. Angela Wilson'>, <Cast 'Richard Brooks' as 'Wesley'>, <Cast 'David Patrick Kelly' as 'Rick Scott'>, <Cast 'Hassan Johnson' as 'Latique'>]","<Crew 'Michael Rymer','Director'>"
2513,2513,2813,"Source, The ",1999,"Source, The 1999",51679,181833,0,360895,,0.000267,[],0
2514,2514,2814,"Bat, The ",1959,"Bat, The 1959",35813,52602,0,0,,0.192126,"[<Cast 'Vincent Price' as 'Dr. Malcolm Wells'>, <Cast 'Agnes Moorehead' as 'Cornelia van Gorder'>, <Cast 'Gavin Gordon' as 'Lt. Andy Anderson'>, <Cast 'John Sutton' as 'Warner, the chauffeur'>, <Cast 'Lenita Lane' as 'Lizzie Allen'>, <Cast 'Darla Hood' as 'Judy Hollander'>, <Cast 'Elaine Edwards' as 'Dale Bailey'>, <Cast 'John Bryant' as 'Mark Fleming'>, <Cast 'Harvey Stephens' as 'John Fleming'>, <Cast 'Mike Steele' as 'Victor Bailey'>, <Cast 'Riza Royce' as 'Jane Patterson'>, <Cast 'Robert Williams' as 'Detective Davenport'>]","<Crew 'Crane Wilbur','Director'>"
2515,2515,2815,Iron Eagle ,1986,Iron Eagle 1986,11037,91278,0,0,<Collection 'Iron Eagle Collection'>,0.314773,"[<Cast 'Louis Gossett, Jr.' as 'Charles 'Chappy' Sinclair'>, <Cast 'Jason Gedrick' as 'Doug Masters'>, <Cast 'Tim Thomerson' as 'Col. Ted Masters'>, <Cast 'Larry B. Scott' as 'Reggie'>, <Cast 'Shawnee Smith' as 'Joenie'>]","<Crew 'Sidney J. Furie','Director'>"
2516,2516,2816,Iron Eagle II ,1988,Iron Eagle II 1988,11955,95382,0,0,<Collection 'Iron Eagle Collection'>,0.542208,"[<Cast 'Louis Gossett, Jr.' as 'Charles 'Chappy' Sinclair'>, <Cast 'Mark Humphrey' as 'Capt. Matt Cooper'>, <Cast 'Stuart Margolin' as 'Gen. Stillmore'>, <Cast 'Alan Scarfe' as 'Col. Vardovsky'>]","<Crew 'Sidney J. Furie','Director'>"
2517,2517,2817,Aces: Iron Eagle III ,1992,Aces: Iron Eagle III 1992,2038,103617,0,0,<Collection 'Iron Eagle Collection'>,0.239105,"[<Cast 'Horst Buchholz' as 'Leichmann'>, <Cast 'Fred Thompson' as 'Stockmann'>, <Cast 'Rachel McLish' as 'Anna'>, <Cast 'Ray 'Boom Boom' Mancini' as 'Chico'>, <Cast 'Louis Gossett, Jr.' as 'Charlos Chappy Snclair'>, <Cast 'Rob Estes' as 'Doyle'>]","<Crew 'Stanley Neufeld','Producer'>"
2518,2518,2818,Iron Eagle IV ,1995,Iron Eagle IV 1995,28737,113438,0,0,<Collection 'Iron Eagle Collection'>,0.212114,"[<Cast 'Louis Gossett, Jr.' as 'Charles 'Chappy' Sinclair'>, <Cast 'Jason Cadieux' as 'Doug Masters'>, <Cast 'Joanne Vannicola' as 'Wheeler'>, <Cast 'Max Piersig' as 'Peter Kane'>, <Cast 'Karen Gayle' as 'Dana Osborne'>, <Cast 'Ross Hull' as 'Malcolm Porter'>, <Cast 'Rachel Blanchard' as 'Kitty Shaw'>, <Cast 'Dominic Zamprogna' as 'Rudy Marlowe'>, <Cast 'Sean McCann' as 'Wilcox'>, <Cast 'Victoria Snow' as 'Amanda Kirke'>, <Cast 'Jason Blicker' as 'Sgt. Osgood'>, <Cast 'Al Waxman' as 'Gen. Kettle'>, <Cast 'J.D. Nicholsen' as 'Luther Penrose'>, <Cast 'Dean McDermott' as 'Maj. Pierce'>, <Cast 'Aidan Devine' as 'Cpl. Fincher'>, <Cast 'Matt Cooke' as 'Capt. McQuade'>, <Cast 'Jeff Pustil' as 'Amn. Cameron'>, <Cast 'Chas Lawther' as 'Col. Birkett'>, <Cast 'Kevin Hicks' as 'Lt. Mara'>]","<Crew 'Sidney J. Furie','Director'>"
2519,2519,2819,Three Days of the Condor ,1975,Three Days of the Condor 1975,11963,73802,0,27476252,,0.780967,"[<Cast 'Robert Redford' as 'Joseph Turner'>, <Cast 'Faye Dunaway' as 'Kathy Hale'>, <Cast 'Cliff Robertson' as 'J. Higgins'>, <Cast 'Max von Sydow' as 'G. Joubert'>, <Cast 'John Houseman' as 'Mr. Wabash'>, <Cast 'Addison Powell' as 'Leonard Atwood'>, <Cast 'Walter McGinn' as 'Sam Barber'>, <Cast 'Tina Chen' as 'Janice Chon'>]","<Crew 'Sydney Pollack','Director'>"
2520,2520,2820,Hamlet ,1964,Hamlet 1964,71317,58126,0,0,,0.160719,"[<Cast 'Innokentiy Smoktunovskiy' as 'Гамлет'>, <Cast 'Anastasiya Vertinskaya' as 'Офелия'>, <Cast 'Mikhail Nazvanov' as 'Король'>, <Cast 'Elza Radzina' as 'Королева'>, <Cast 'Yuri Tolubeyev' as 'Полоний'>, <Cast 'Igor Dmitriev' as 'Розенкранц'>, <Cast 'Vadim Medvedev' as 'Гильденстерн'>, <Cast 'Vladimir Erenberg' as 'Горацио'>, <Cast 'Stepan Oleksenko' as 'Лаэрт'>, <Cast 'Grigori Gaj' as 'первый актёр и Призрак отца Гамлета'>, <Cast 'Rein Aren' as 'второй актёр'>, <Cast 'Yuri Berkun' as 'третий актёр'>, <Cast 'Ants Lauter' as 'священник'>, <Cast 'Viktor Kolpakov' as 'могильщик'>]","<Crew 'Grigori Kozintsev','Director'>"
2521,2521,2821,Male and Female ,1919,Male and Female 1919,53761,10418,0,0,,0.000167,"[<Cast 'Thomas Meighan' as 'William Crichton - The butler'>, <Cast 'Theodore Roberts' as 'Lord Loam'>, <Cast 'Raymond Hatton' as 'Honorable Ernest 'Ernie' Wolley'>, <Cast 'Robert Cain' as 'Lord Brockelhurst'>, <Cast 'Gloria Swanson' as 'Lady Mary Lasenby'>, <Cast 'Lila Lee' as 'Tweeny - the scullery maid'>, <Cast 'Bebe Daniels' as 'The king's favorite'>, <Cast 'Julia Faye' as 'Susan - Maid #2'>]","<Crew 'Cecil B. DeMille','Director'>"
2522,2522,2822,Medicine Man ,1992,Medicine Man 1992,9096,104839,40000000,0,,0.708942,"[<Cast 'Sean Connery' as 'Dr. Robert Campbell'>, <Cast 'Lorraine Bracco' as 'Dr. Rae Crane'>, <Cast 'José Wilker' as 'Dr. Miguel Ornega'>, <Cast 'Rodolfo De Alexandre' as 'Tanaki'>, <Cast 'Angelo Barra Moreira' as 'Medicine Man'>, <Cast 'Francisco Tsiren Tsere Rereme' as 'Jahausa'>, <Cast 'Elias Monteiro Da Silva' as 'Palala'>, <Cast 'Edinei Maria Serrio Dos Santos' as 'Kalana'>, <Cast 'Bec-Kana-Re Dos Santos Kaiapo' as 'Imana'>, <Cast 'José Lavat' as 'Government Man'>]","<Crew 'J.J. Makaro','Special Effects'>"
2523,2523,2824,On the Ropes ,1999,On the Ropes 1999,113273,181733,0,0,,0.000143,[],"<Crew 'Nanette Burstein','Director'>"
